# Frequency (Hz), ASD (strain/sqrt(Hz))
1.447500000000000000e+02,2.524836752985919994e-23
1.450000000000000000e+02,2.942435603509301086e-23
1.452500000000000000e+02,2.445763560128176801e-23
1.455000000000000000e+02,1.872051842997463913e-23
1.457500000000000000e+02,1.464272090071645709e-23
1.460000000000000000e+02,1.924881179209771877e-23
1.462500000000000000e+02,2.573741083787392735e-23
1.465000000000000000e+02,2.516549308596066499e-23
1.467500000000000000e+02,1.807250640169069685e-23
1.470000000000000000e+02,1.578581735782452100e-23
1.472500000000000000e+02,7.645984551468963677e-24
1.475000000000000000e+02,2.401037109391404883e-23
1.477500000000000000e+02,2.358270517596313155e-23
1.480000000000000000e+02,2.218187375707446229e-23
1.482500000000000000e+02,2.010811704070190810e-23
1.485000000000000000e+02,2.068052122245480555e-23
1.487500000000000000e+02,1.998651493338329394e-23
1.490000000000000000e+02,1.124574405660091786e-23
1.492500000000000000e+02,4.281537259933151824e-24
1.495000000000000000e+02,3.492574895211314572e-24
1.497500000000000000e+02,4.913081248482982671e-24
1.500000000000000000e+02,9.828343138686817146e-24
1.502500000000000000e+02,1.164547976792979409e-23
1.505000000000000000e+02,1.105264527852202409e-23
1.507500000000000000e+02,1.194738030816410550e-23
1.510000000000000000e+02,9.744798876379559134e-24
1.512500000000000000e+02,6.494092242617850402e-24
1.515000000000000000e+02,4.602927970552918947e-24
1.517500000000000000e+02,1.316983123084174596e-24
1.520000000000000000e+02,1.695165016649574443e-24
1.522500000000000000e+02,5.333350838983776706e-24
1.525000000000000000e+02,1.372696542993512202e-23
1.527500000000000000e+02,9.163199129549174092e-24
1.530000000000000000e+02,5.454009364588588455e-24
1.532500000000000000e+02,7.155252596754414738e-24
1.535000000000000000e+02,2.346236576698856890e-24
1.537500000000000000e+02,7.358803148506263282e-24
1.540000000000000000e+02,4.164833264565456068e-24
1.542500000000000000e+02,8.700261815222274116e-24
1.545000000000000000e+02,2.082366241972461285e-23
1.547500000000000000e+02,2.006173038242673394e-23
1.550000000000000000e+02,1.367882504761040976e-23
1.552500000000000000e+02,1.439177648510081618e-23
1.555000000000000000e+02,1.196708861690970874e-23
1.557500000000000000e+02,2.276773996204067931e-23
1.560000000000000000e+02,3.020312662139350758e-23
1.562500000000000000e+02,2.586077776083629930e-23
1.565000000000000000e+02,1.489679670176067817e-23
1.567500000000000000e+02,7.681254374674979187e-24
1.570000000000000000e+02,4.698900309853755304e-24
1.572500000000000000e+02,8.612519936861597826e-24
1.575000000000000000e+02,1.294325559533558398e-23
1.577500000000000000e+02,2.789450275661677247e-23
1.580000000000000000e+02,2.529444882876268458e-23
1.582500000000000000e+02,2.618465989883976987e-23
1.585000000000000000e+02,2.515175587203912763e-23
1.587500000000000000e+02,2.333467089464071153e-23
1.590000000000000000e+02,1.799910735763213109e-23
1.592500000000000000e+02,1.653439435016275652e-23
1.595000000000000000e+02,9.092433112826178950e-24
1.597500000000000000e+02,2.750422489047983430e-24
1.600000000000000000e+02,1.380926660139988046e-23
1.602500000000000000e+02,2.501006373404848235e-23
1.605000000000000000e+02,3.054358393204510264e-23
1.607500000000000000e+02,2.535394014870582308e-23
1.610000000000000000e+02,1.474163057673967562e-23
1.612500000000000000e+02,6.529567387057168997e-24
1.615000000000000000e+02,1.851445314668827702e-23
1.617500000000000000e+02,2.451840798137001324e-23
1.620000000000000000e+02,2.515963082801321313e-23
1.622500000000000000e+02,1.998294822767390880e-23
1.625000000000000000e+02,1.411863157506431036e-23
1.627500000000000000e+02,1.060804618673625522e-23
1.630000000000000000e+02,7.130275212594357010e-24
1.632500000000000000e+02,2.681720551815867959e-24
1.635000000000000000e+02,5.945842190126973049e-24
1.637500000000000000e+02,1.258596280208826706e-23
1.640000000000000000e+02,1.357207358690802216e-23
1.642500000000000000e+02,1.354647913857962395e-23
1.645000000000000000e+02,1.181056695707745730e-23
1.647500000000000000e+02,6.796621214127393549e-24
1.650000000000000000e+02,2.323284967808656625e-24
1.652500000000000000e+02,6.117234181082652701e-24
1.655000000000000000e+02,1.157840012990510938e-23
1.657500000000000000e+02,1.007506487695434454e-23
1.660000000000000000e+02,1.216618730407888858e-23
1.662500000000000000e+02,9.415977283007845752e-24
1.665000000000000000e+02,1.335751094846266407e-23
1.667500000000000000e+02,1.150347873375896290e-23
1.670000000000000000e+02,7.813314426760695608e-24
1.672500000000000000e+02,4.211951112117488376e-24
1.675000000000000000e+02,1.598468036691755583e-23
1.677500000000000000e+02,1.153634256063140782e-23
1.680000000000000000e+02,3.376570699493378738e-24
1.682500000000000000e+02,7.676161493906506541e-24
1.685000000000000000e+02,1.628028645881149188e-23
1.687500000000000000e+02,1.793117387833543593e-23
1.690000000000000000e+02,1.986578343402572594e-23
1.692500000000000000e+02,1.052715074319984295e-23
1.695000000000000000e+02,2.412476789176555310e-23
1.697500000000000000e+02,1.923403741554818076e-23
1.700000000000000000e+02,1.625122917021349551e-23
1.702500000000000000e+02,1.160280036655798778e-23
1.705000000000000000e+02,1.624459490524804841e-23
1.707500000000000000e+02,1.513061215128629467e-23
1.710000000000000000e+02,1.562555189137924723e-23
1.712500000000000000e+02,1.050783437089434326e-23
1.715000000000000000e+02,1.146466583893772432e-23
1.717500000000000000e+02,8.045899519993033253e-24
1.720000000000000000e+02,1.287987724219998780e-24
1.722500000000000000e+02,5.732591122351968542e-24
1.725000000000000000e+02,1.023495389691831632e-23
1.727500000000000000e+02,1.468926894313600203e-23
1.730000000000000000e+02,1.303121647755930003e-23
1.732500000000000000e+02,1.276017944266941517e-23
1.735000000000000000e+02,1.521393187211552996e-23
1.737500000000000000e+02,1.285368330589949861e-23
1.740000000000000000e+02,6.824324609086803165e-24
1.742500000000000000e+02,1.094803596346280131e-23
1.745000000000000000e+02,9.444827370291269204e-24
1.747500000000000000e+02,1.477051633473190948e-24
1.750000000000000000e+02,7.133299737665862180e-24
1.752500000000000000e+02,1.863208432043865636e-24
1.755000000000000000e+02,9.787352915065617138e-24
1.757500000000000000e+02,1.051599638365798670e-23
1.760000000000000000e+02,7.848944422073824666e-24
1.762500000000000000e+02,8.031773593352172907e-24
1.765000000000000000e+02,1.045804260357920020e-23
1.767500000000000000e+02,2.685244526282225221e-24
1.770000000000000000e+02,6.039469947523689272e-24
1.772500000000000000e+02,2.237942026951280098e-24
1.775000000000000000e+02,3.476330683771240769e-24
1.777500000000000000e+02,9.619470885451705315e-24
1.780000000000000000e+02,1.874130986127219385e-23
1.782500000000000000e+02,2.352199112260991402e-23
1.785000000000000000e+02,1.867420460891019460e-23
1.787500000000000000e+02,1.149557430125806157e-23
1.790000000000000000e+02,5.165397999390246256e-24
1.792500000000000000e+02,4.359971708164872565e-24
1.795000000000000000e+02,6.788715653637144797e-24
1.797500000000000000e+02,6.236319837341062632e-24
1.800000000000000000e+02,5.101756517716376292e-24
1.802500000000000000e+02,1.402566835371953468e-24
1.805000000000000000e+02,3.929176191324587374e-24
1.807500000000000000e+02,5.115868222122287936e-24
1.810000000000000000e+02,1.073519565624570421e-23
1.812500000000000000e+02,4.818265130752863679e-24
1.815000000000000000e+02,4.436812674790786257e-24
1.817500000000000000e+02,3.204692061545980367e-24
1.820000000000000000e+02,4.537608608870838314e-24
1.822500000000000000e+02,8.759330307915180963e-24
1.825000000000000000e+02,9.457869269183360820e-24
1.827500000000000000e+02,6.096178493988081048e-24
1.830000000000000000e+02,8.555125809062672918e-24
1.832500000000000000e+02,7.119929092479680365e-24
1.835000000000000000e+02,2.145248717530977472e-24
1.837500000000000000e+02,5.038257350329542252e-24
1.840000000000000000e+02,5.395011318244615756e-24
1.842500000000000000e+02,1.328516400052611154e-23
1.845000000000000000e+02,8.149300283733422785e-24
1.847500000000000000e+02,1.967674949500677565e-24
1.850000000000000000e+02,2.238653420683112061e-24
1.852500000000000000e+02,6.028457020744925420e-24
1.855000000000000000e+02,4.039433007111017981e-24
1.857500000000000000e+02,1.189995764821089984e-24
1.860000000000000000e+02,3.954131125177918586e-24
1.862500000000000000e+02,3.871685912342102602e-24
1.865000000000000000e+02,8.137764398788045804e-24
1.867500000000000000e+02,9.349520038781565547e-24
1.870000000000000000e+02,1.451515294345223681e-23
1.872500000000000000e+02,8.148258564356275746e-24
1.875000000000000000e+02,2.631878724341231222e-23
1.877500000000000000e+02,2.500555587849710905e-23
1.880000000000000000e+02,1.767835520775690950e-23
1.882500000000000000e+02,1.241700950365081171e-23
1.885000000000000000e+02,5.608719948373271181e-24
1.887500000000000000e+02,2.339386798630301978e-24
1.890000000000000000e+02,4.996136503473866393e-24
1.892500000000000000e+02,5.222637406819840413e-24
1.895000000000000000e+02,1.185532782259094969e-23
1.897500000000000000e+02,2.029314268674499388e-23
1.900000000000000000e+02,1.587571280196222524e-23
1.902500000000000000e+02,1.352682921080374671e-23
1.905000000000000000e+02,6.822969081793773697e-24
1.907500000000000000e+02,1.465394548643708358e-24
1.910000000000000000e+02,7.152140830587519816e-24
1.912500000000000000e+02,7.783048414708593368e-24
1.915000000000000000e+02,3.322778699895719955e-24
1.917500000000000000e+02,6.114080220880131079e-24
1.920000000000000000e+02,8.520735905778636697e-24
1.922500000000000000e+02,6.139633068179959716e-24
1.925000000000000000e+02,4.831438337384047257e-24
1.927500000000000000e+02,6.544612294035961182e-24
1.930000000000000000e+02,8.513671368516434000e-24
1.932500000000000000e+02,1.022463244604307443e-23
1.935000000000000000e+02,9.231208829180536275e-24
1.937500000000000000e+02,6.199183020618745975e-24
1.940000000000000000e+02,8.091659351605944429e-24
1.942500000000000000e+02,1.113956947442992243e-23
1.945000000000000000e+02,1.249914289593713342e-23
1.947500000000000000e+02,1.230664184993507470e-23
1.950000000000000000e+02,1.007328085332044714e-23
1.952500000000000000e+02,6.625247923664649602e-24
1.955000000000000000e+02,7.242308270491272679e-24
1.957500000000000000e+02,8.179822171441031492e-25
1.960000000000000000e+02,5.185586783816554500e-24
1.962500000000000000e+02,6.429494868903442162e-24
1.965000000000000000e+02,4.437088779116170914e-24
1.967500000000000000e+02,5.165158348902010122e-24
1.970000000000000000e+02,9.226917606853427652e-24
1.972500000000000000e+02,7.605609833446958184e-24
1.975000000000000000e+02,5.237096686036199052e-24
1.977500000000000000e+02,5.213836569872947400e-24
1.980000000000000000e+02,9.029446947131086430e-24
1.982500000000000000e+02,9.548520556382941250e-24
1.985000000000000000e+02,1.681192132662546641e-24
1.987500000000000000e+02,9.293482520405700328e-24
1.990000000000000000e+02,1.096979598963777170e-23
1.992500000000000000e+02,6.059843536274957912e-24
1.995000000000000000e+02,1.323964777718132180e-24
1.997500000000000000e+02,2.955746765306053181e-24
2.000000000000000000e+02,1.457290001885742618e-24
2.002500000000000000e+02,5.502320007339585787e-24
2.005000000000000000e+02,1.123681122740153051e-23
2.007500000000000000e+02,1.192911798200249353e-23
2.010000000000000000e+02,6.143495740001437432e-24
2.012500000000000000e+02,9.665352358295293651e-24
2.015000000000000000e+02,1.817961613262278849e-23
2.017500000000000000e+02,1.525519418567538674e-23
2.020000000000000000e+02,8.256811994824512148e-24
2.022500000000000000e+02,4.468912979141069854e-24
2.025000000000000000e+02,6.917075893668720861e-24
2.027500000000000000e+02,7.022607917856017419e-24
2.030000000000000000e+02,4.455283647263524886e-24
2.032500000000000000e+02,3.247118850172582791e-24
2.035000000000000000e+02,8.615531359850926826e-25
2.037500000000000000e+02,6.414785015644913684e-24
2.040000000000000000e+02,6.022289882833066374e-24
2.042500000000000000e+02,1.144961041841449808e-23
2.045000000000000000e+02,1.542568503750957910e-23
2.047500000000000000e+02,1.578879193326257528e-23
2.050000000000000000e+02,1.259833364175592477e-23
2.052500000000000000e+02,5.779535866546531887e-24
2.055000000000000000e+02,3.412545737599711887e-24
2.057500000000000000e+02,3.514722378072692205e-24
2.060000000000000000e+02,3.276096254712248515e-24
2.062500000000000000e+02,7.940543835696695376e-24
2.065000000000000000e+02,7.995455125210190417e-24
2.067500000000000000e+02,3.011456628936180708e-24
2.070000000000000000e+02,5.072771717102856453e-24
2.072500000000000000e+02,1.073613839278172059e-23
2.075000000000000000e+02,1.159221737128585484e-23
2.077500000000000000e+02,6.830864711223629639e-24
2.080000000000000000e+02,2.332096593851365769e-24
2.082500000000000000e+02,2.082436595950310105e-24
2.085000000000000000e+02,4.245921070152930651e-24
2.087500000000000000e+02,4.627223559489960743e-24
2.090000000000000000e+02,4.019931203614336672e-24
2.092500000000000000e+02,1.150397670309078622e-24
2.095000000000000000e+02,1.995270168995094449e-24
2.097500000000000000e+02,2.402030531799601299e-24
2.100000000000000000e+02,6.096695721699311947e-24
2.102500000000000000e+02,3.929149075781675203e-24
2.105000000000000000e+02,4.575201804602644117e-24
2.107500000000000000e+02,8.057952175234344659e-24
2.110000000000000000e+02,6.995907277727725101e-24
2.112500000000000000e+02,4.892446988345050293e-24
2.115000000000000000e+02,2.840704720342892407e-24
2.117500000000000000e+02,1.003040333063735705e-24
2.120000000000000000e+02,1.864858650080060467e-24
2.122500000000000000e+02,4.143566205890427349e-24
2.125000000000000000e+02,4.898415598938591237e-24
2.127500000000000000e+02,5.131719496906734749e-24
2.130000000000000000e+02,5.053858755990029271e-24
2.132500000000000000e+02,3.723927330567389249e-24
2.135000000000000000e+02,5.266264225212958776e-24
2.137500000000000000e+02,4.320125455929571445e-24
2.140000000000000000e+02,7.449783187174070661e-24
2.142500000000000000e+02,8.706508184459565062e-24
2.145000000000000000e+02,6.320233993946771009e-24
2.147500000000000000e+02,8.203852985416503296e-24
2.150000000000000000e+02,1.505250228428707550e-23
2.152500000000000000e+02,1.801978303484237764e-23
2.155000000000000000e+02,3.266646106938739601e-24
2.157500000000000000e+02,1.090648359301051838e-23
2.160000000000000000e+02,1.132456282025847768e-23
2.162500000000000000e+02,5.463685943821741301e-24
2.165000000000000000e+02,4.787234756039868165e-24
2.167500000000000000e+02,1.028556256098328004e-23
2.170000000000000000e+02,8.516230331233342324e-24
2.172500000000000000e+02,3.880978638005432954e-24
2.175000000000000000e+02,1.927187154931755919e-24
2.177500000000000000e+02,6.236162848104025081e-24
2.180000000000000000e+02,4.311139812031581371e-24
2.182500000000000000e+02,2.398333592689351911e-24
2.185000000000000000e+02,1.850218762120218863e-24
2.187500000000000000e+02,1.982271817647710587e-24
2.190000000000000000e+02,4.545463503318989429e-24
2.192500000000000000e+02,6.993275409578216844e-24
2.195000000000000000e+02,8.991456517446416399e-24
2.197500000000000000e+02,7.048896058858556880e-24
2.200000000000000000e+02,7.917538904869329569e-24
2.202500000000000000e+02,6.268283659937352521e-24
2.205000000000000000e+02,1.890188794637174384e-24
2.207500000000000000e+02,5.703716086462250651e-24
2.210000000000000000e+02,8.777497856731793180e-24
2.212500000000000000e+02,5.352464925774604863e-24
2.215000000000000000e+02,2.297555006796771089e-24
2.217500000000000000e+02,2.377722229065764368e-24
2.220000000000000000e+02,5.364072490625294620e-24
2.222500000000000000e+02,9.503776827663765484e-24
2.225000000000000000e+02,1.171459253094098815e-23
2.227500000000000000e+02,1.162481313983286589e-23
2.230000000000000000e+02,9.011708646140569877e-24
2.232500000000000000e+02,7.308219042369699182e-24
2.235000000000000000e+02,1.189870079963270347e-23
2.237500000000000000e+02,5.421054042902030866e-24
2.240000000000000000e+02,5.249010421149731009e-24
2.242500000000000000e+02,2.212063357069791991e-24
2.245000000000000000e+02,4.134256210516776200e-24
2.247500000000000000e+02,5.407099251219847442e-24
